iter	RMSE
227	53852.27115
228	53771.7057
229	53691.65531
230	53610.52685
231	53531.56809
232	53452.43477
233	53377.96576
234	53297.05074
235	53222.44167
236	53147.92968
237	53068.6049
238	52993.42692
239	52924.77069
240	52847.24613
241	52763.0472
242	52690.72359
243	52615.91994
244	52539.84701
245	52463.22679
246	52384.94808
247	52302.42137
248	52230.20569
249	52151.75513
250	52069.96072
251	51992.13221
252	51921.04889
253	51845.07884
254	51767.85448
255	51698.90055
256	51623.30101
257	51548.28732
258	51469.62818
259	51392.7691
260	51321.42172
261	51250.77557
262	51170.06047
263	51105.24634
264	51029.2972
265	50961.35288
266	50894.01564
267	50822.05124
268	50747.92395
269	50673.65449
270	50602.95822
271	50535.92324
272	50467.71375
273	50393.08314
274	50323.61505
275	50251.53218
276	50192.59185
277	50133.15836
278	50062.61974
279	49993.12037
280	49931.98201
281	49868.48443
282	49805.23727
283	49739.68283
284	49672.93122
285	49601.04867
286	49528.12645
287	49461.6578
288	49389.35718
289	49317.0261
290	49252.68403
291	49184.87162
292	49118.56826
293	49051.31094
294	48984.23291
295	48912.3064
296	48839.85589
297	48783.35205
298	48721.98764
299	48661.07636
300	48601.10065
301	48544.54231
302	48476.90084
303	48411.89504
304	48345.98152
305	48278.47085
306	48212.79278
307	48147.83807
308	48083.43649
309	48020.78636
310	47967.99323
311	47904.89334
312	47843.16688
313	47779.99072
314	47718.2723
315	47659.20643
316	47589.93154
317	47533.02957
318	47475.68287
319	47414.9983
320	47356.76573
321	47290.9858
322	47233.9264
323	47167.2826
324	47101.12544
325	47039.30236
326	46984.67882
327	46923.05143
328	46859.40292
329	46801.29358
330	46738.34674
331	46680.13668
332	46615.14263
333	46552.59224
334	46490.71194
335	46435.50042
336	46382.83343
337	46311.80623
338	46250.58149
339	46182.96103
340	46117.0382
341	46060.81517
342	45999.08895
343	45942.70344
344	45891.57619
345	45830.78192
346	45769.2769
347	45714.28701
348	45655.71404
349	45596.5496
350	45536.26764
351	45473.75032
352	45420.36312
353	45367.43227
354	45313.95994
355	45267.91397
356	45212.2773
357	45159.93398
358	45104.10567
359	45044.05674
360	44988.7374
361	44933.63917
362	44883.28572
363	44829.60128
364	44768.89887
365	44716.70039
366	44659.05
367	44602.88086
368	44550.46491
369	44490.12935
370	44437.32705
371	44382.24428
372	44325.97726
373	44264.10228
374	44216.58767
375	44162.27885
376	44112.55052
377	44064.26361
378	44010.71431
379	43961.11618
380	43911.9029
381	43861.46587
382	43809.86857
383	43761.72274
384	43713.68309
385	43655.76361
386	43599.7455
387	43546.10424
388	43498.85104
389	43444.48927
390	43395.15802
391	43343.92392
392	43287.7024
393	43233.57281
394	43183.99412
395	43124.23224
396	43079.55193
397	43025.4988
398	42969.35463
399	42922.09691
400	42867.90073
401	42818.34342
402	42774.48602
403	42721.76227
404	42673.38453
405	42618.18329
406	42570.47875
407	42524.33737
408	42481.97017
409	42436.35522
410	42387.8644
411	42336.46434
412	42287.27761
413	42238.2036
414	42193.41303
415	42149.0967
416	42099.72293
417	42057.12898
418	42014.75391
419	41965.35815
420	41911.41918
421	41869.37376
422	41829.94388
423	41786.24412
424	41741.1905
425	41703.83343
426	41652.97048
427	41604.38356
428	41558.02931
429	41524.82274
430	41477.04161
431	41431.83861
432	41386.38375
433	41347.21985
434	41301.38234
435	41252.79529
436	41212.14117
437	41168.02197
438	41123.80503
439	41078.77675
440	41033.51503
441	40986.82545
442	40940.54243
443	40897.08946
444	40850.3064
445	40804.00452
446	40761.99998
447	40719.40626
448	40666.50682
449	40618.46849
450	40574.47116
451	40524.23753
452	40478.52195
453	40431.2689
454	40389.47047
455	40338.95263
456	40300.03801
457	40256.02583
458	40215.19183
459	40173.76848
460	40129.77645
461	40084.71636
462	40043.36596
463	40002.80721
464	39960.37524
465	39916.12603
466	39873.8745
467	39837.52148
468	39789.80295
469	39747.00674
470	39706.3417
471	39668.4718
472	39627.09963
473	39589.90897
474	39552.29014
475	39512.61863
476	39475.39384
477	39429.96961
478	39385.41339
479	39347.50045
480	39301.50805
481	39258.69596
482	39216.60991
483	39172.91616
484	39134.39381
485	39093.54929
486	39056.50514
487	39015.85284
488	38979.97592
489	38940.77777
490	38896.89021
491	38862.97798
492	38821.36202
493	38782.72651
494	38750.45123
495	38704.15394
496	38661.72359
497	38623.03976
498	38592.04361
499	38553.15083
500	38515.81165
501	38477.10036
502	38449.04465
503	38412.3385
504	38379.993
505	38339.19688
506	38298.36827
507	38260.0389
508	38223.8924
509	38187.29161
510	38152.52894
511	38118.30106
512	38083.16614
513	38044.81417
514	38006.53806
515	37967.42674
516	37930.21865
517	37896.86811
518	37857.47457
519	37819.82014
520	37785.95218
521	37749.16655
522	37709.60869
523	37669.85791
524	37634.42122
525	37596.43682
526	37561.97907
527	37529.10016
528	37492.64136
529	37461.84852
530	37425.82526
531	37390.19859
532	37352.27573
533	37318.54651
534	37286.1629
535	37254.94588
536	37219.58209
537	37180.16866
538	37146.23003
539	37116.20542
540	37078.56346
541	37045.08874
542	37011.86798
543	36977.63788
544	36945.74365
545	36913.76608
546	36881.39658
547	36841.72872
548	36814.19171
549	36785.59784
550	36750.53375
551	36715.68547
552	36680.72848
553	36647.82182
554	36610.00026
555	36579.13324
556	36541.39334
557	36511.11323
558	36472.92583
559	36441.04037
560	36402.56575
561	36366.5516
562	36332.38321
563	36298.56077
564	36269.06205
565	36239.15575
566	36206.34906
567	36177.4318
568	36148.106
569	36120.95873
570	36084.08639
571	36050.45941
572	36023.84562
573	35997.0809
574	35964.95592
575	35930.73472
576	35903.41474
577	35869.46264
578	35839.7122
579	35816.36411
580	35781.37866
581	35749.94931
582	35725.17508
583	35690.31033
584	35659.94956
585	35630.59041
586	35602.05312
587	35568.46291
588	35532.96297
589	35505.85541
590	35472.17163
591	35442.44131
592	35417.03277
593	35399.11601
594	35374.64328
595	35342.53348
596	35313.4112
597	35287.45477
598	35260.28785
599	35227.93556
600	35194.9509
601	35170.14426
602	35147.0526
603	35120.10033
604	35092.63879
605	35061.55856
606	35031.90948
607	35002.90781
608	34976.53681
609	34944.37104
610	34906.44558
611	34876.76969
612	34847.13203
613	34817.61597
614	34785.30991
615	34759.25851
616	34738.05059
617	34709.45027
618	34681.05029
619	34647.1394
620	34625.08229
621	34593.98465
622	34566.78411
623	34540.53291
624	34510.66201
625	34489.52166
626	34462.20473
627	34431.64822
628	34398.71047
629	34366.48099
630	34345.3671
631	34318.94728
632	34284.70764
633	34254.54331
634	34226.68625
635	34206.54043
636	34179.00605
637	34151.91902
638	34127.81397
639	34098.70221
640	34073.84144
641	34043.64777
642	34023.96037
643	33998.68544
644	33964.52188
645	33942.81892
646	33911.81116
647	33879.75764
648	33850.93054
649	33816.45118
650	33787.36498
651	33758.81855
652	33722.78359
653	33696.8809
654	33667.64022
655	33640.94404
656	33610.51809
657	33578.05407
658	33553.58362
659	33521.63559
660	33495.63079
661	33470.41564
662	33442.9478
663	33419.09213
664	33390.14436
665	33358.18009
666	33324.80542
667	33298.30831
668	33265.10681
669	33235.68593
670	33207.41942
671	33176.1157
672	33141.34212
673	33117.56195
674	33088.07741
675	33064.07877
676	33032.99201
677	33000.00022
678	32969.35253
679	32935.33411
680	32900.94444
681	32867.1908
682	32839.7859
683	32809.26029
684	32786.63191
685	32762.30158
686	32734.6161
687	32705.11772
688	32675.98384
689	32653.54796
690	32627.68847
691	32602.59437
692	32577.80138
693	32551.41235
694	32522.86066
695	32500.75569
696	32479.89613
697	32455.2712
698	32434.12195
699	32412.25085
700	32383.05418
701	32350.20109
702	32318.96069
703	32296.1008
704	32272.72017
705	32248.98834
706	32230.72306
707	32204.9382
708	32182.16355
709	32158.18482
710	32137.11716
711	32116.77524
712	32095.70196
713	32072.00708
714	32045.23112
715	32023.40163
716	31997.7212
717	31971.56958
718	31945.72073
719	31916.61139
720	31893.98974
721	31871.08988
722	31846.17103
723	31828.17584
724	31800.57243
725	31777.23961
726	31750.03599
727	31729.97509
728	31702.65432
729	31678.32457
730	31654.4743
731	31629.42518
732	31601.28369
733	31575.87007
734	31554.90258
735	31532.6431
736	31510.30297
737	31484.46174
738	31460.39295
739	31434.20837
740	31411.36319
741	31389.29214
742	31369.24192
743	31349.66087
744	31329.46315
745	31305.81445
746	31284.63569
747	31266.58509
748	31247.06082
749	31225.90628
750	31203.53254
751	31179.31495
752	31154.63111
753	31134.7415
754	31115.88587
755	31094.06426
756	31075.78231
757	31054.55946
758	31032.29702
759	31011.94567
760	30989.48506
761	30970.6867
762	30953.87769
763	30932.8527
764	30909.34451
765	30889.78145
766	30865.76247
767	30839.71762
768	30815.97143
769	30798.63444
770	30779.89005
771	30759.79948
772	30734.83632
773	30711.86829
774	30689.58436
775	30666.18155
776	30642.65341
777	30615.63663
778	30586.78954
779	30572.89725
780	30556.58443
781	30532.41593
782	30506.20137
783	30484.20565
784	30462.6003
785	30443.41833
786	30428.71969
787	30412.89413
788	30391.47001
789	30365.99336
790	30345.13064
791	30327.52972
792	30308.91816
793	30284.45211
794	30264.41128
795	30242.2866
796	30225.23635
797	30206.52776
798	30185.46451
799	30165.79713
800	30146.34074
801	30130.42594
802	30113.51859
803	30094.82118
804	30070.01995
805	30049.28044
806	30031.12892
807	30013.89667
808	29995.33038
809	29977.78519
810	29962.2443
811	29944.40134
812	29927.3076
813	29912.62928
814	29896.08928
815	29883.23237
816	29867.58567
817	29847.81756
818	29826.52205
819	29812.43671
820	29794.23363
821	29774.01619
822	29749.93904
823	29734.23175
824	29718.50823
825	29699.23981
826	29680.78751
827	29666.12693
828	29650.81987
829	29630.07491
830	29614.7393
831	29601.63508
832	29582.79797
833	29566.50625
834	29542.82314
835	29523.24348
836	29512.75055
837	29499.55524
838	29485.6513
839	29464.58579
840	29447.68908
841	29434.22965
842	29417.86465
843	29400.2127
844	29388.82863
845	29367.76735
846	29344.53596
847	29325.83011
848	29310.74468
849	29290.92311
850	29280.32064
851	29260.99222
852	29239.97666
853	29222.84173
854	29207.97391
855	29188.17909
856	29174.46562
857	29156.01434
858	29136.78446
859	29121.13364
860	29099.51616
861	29079.72297
862	29064.24045
863	29044.58111
864	29031.22997
865	29014.02153
866	29000.72264
867	28984.62399
868	28969.76826
869	28949.64412
870	28933.23394
871	28916.80108
872	28896.66437
873	28882.12138
874	28866.4736
875	28849.30575
876	28830.02395
877	28810.22503
878	28795.31119
879	28782.29892
880	28769.56886
881	28745.2234
882	28729.58956
883	28710.48795
884	28695.28454
885	28677.97814
886	28663.96331
887	28644.23738
888	28623.77966
889	28610.44139
890	28595.70947
891	28580.70396
892	28561.62485
893	28544.48512
894	28530.58177
895	28518.61112
896	28495.62096
897	28479.51747
898	28467.79166
899	28452.75081
900	28438.78072
901	28422.55322
902	28408.01924
903	28392.6724
904	28374.1153
905	28360.94406
906	28343.19126
907	28326.54984
908	28305.29242
909	28294.49149
910	28276.41427
911	28266.67374
912	28253.9463
913	28239.92795
914	28221.10611
915	28208.73917
916	28194.45678
917	28179.96463
918	28165.02815
919	28145.17675
920	28124.36981
921	28109.50263
922	28089.37314
923	28074.35435
924	28059.46829
925	28044.81506
926	28037.60165
927	28024.24756
928	28006.18744
929	27991.83817
930	27975.73001
931	27962.22662
932	27949.6931
933	27934.52937
934	27920.70192
935	27906.04663
936	27887.40624
937	27874.70891
938	27858.906
939	27842.42897
940	27826.26072
941	27808.3318
942	27795.02948
943	27778.48603
944	27768.50111
945	27747.3433
946	27733.84193
947	27716.08687
948	27704.10627
949	27690.55543
950	27677.32536
951	27660.91713
952	27648.95435
953	27637.12893
954	27622.64638
955	27606.77582
956	27587.56359
957	27574.94848
958	27562.02267
959	27539.14976
960	27528.09361
961	27513.89638
962	27505.05922
963	27488.19221
964	27470.75977
965	27455.09977
966	27442.54094
967	27425.279
968	27414.82084
969	27399.81653
970	27382.16473
971	27368.29331
972	27355.51063
973	27342.02702
974	27329.88708
975	27315.66082
976	27300.7137
977	27289.86002
978	27278.44723
979	27260.40944
980	27248.55833
981	27230.6275
982	27215.78861
983	27203.1247
984	27194.13473
985	27179.44337
986	27161.87797
987	27146.10854
988	27134.11627
989	27120.76244
990	27109.952
991	27100.09633
992	27084.62726
993	27074.02691
994	27063.11758
995	27047.41193
996	27030.35029
997	27015.61897
998	27003.8559
999	26987.95273
1000	26969.44453
1001	26957.39866
1002	26944.65583
1003	26931.69343
1004	26917.62443
1005	26902.35158
1006	26892.9602
1007	26878.53869
1008	26863.28626
1009	26846.23959
1010	26832.147
1011	26819.31513
1012	26799.78303
1013	26784.05764
1014	26774.97882
1015	26762.54688
1016	26748.94175
1017	26741.14046
1018	26726.61034
1019	26706.95572
1020	26695.30382
1021	26682.89082
1022	26673.27799
1023	26661.33193
1024	26648.86963
1025	26633.88607
1026	26619.82682
1027	26606.79956
1028	26591.79097
1029	26580.01136
1030	26569.50999
1031	26553.56704
1032	26544.40891
1033	26530.11239
1034	26519.50957
1035	26505.34253
1036	26493.54765
1037	26481.67491
1038	26474.76511
1039	26458.58802
1040	26444.25526
1041	26430.30391
1042	26420.53714
1043	26408.8368
1044	26395.44843
1045	26382.73262
1046	26369.95882
1047	26359.08915
1048	26348.91966
1049	26337.54192
1050	26325.72408
1051	26313.61971
1052	26303.8602
1053	26294.06951
1054	26283.15947
1055	26272.73817
1056	26258.95712
1057	26247.41292
1058	26243.85572
1059	26234.61099
1060	26218.32021
1061	26207.84409
1062	26197.30178
1063	26183.61356
1064	26168.38904
1065	26158.68601
1066	26148.13681
1067	26137.86814
1068	26128.37945
1069	26118.11732
1070	26110.84945
1071	26099.3962
1072	26089.07999
1073	26080.92073
1074	26066.72555
1075	26054.0675
1076	26045.17323
1077	26032.73124
1078	26022.86797
1079	26014.17713
1080	26005.62831
1081	25997.58868
1082	25986.19437
1083	25971.45122
1084	25963.72649
1085	25955.09582
1086	25940.58934
1087	25928.34078
1088	25915.16914
1089	25905.29252
1090	25894.56602
1091	25883.89645
1092	25873.666
1093	25861.05948
1094	25857.70526
1095	25854.35906
1096	25840.69023
1097	25829.51487
1098	25819.99299
1099	25808.7143
1100	25799.32911
1101	25790.62998
1102	25778.61647
1103	25767.66089
1104	25755.22638
1105	25744.77527
1106	25735.79353
1107	25720.99921
1108	25708.10837
1109	25699.95033
1110	25689.16857
1111	25681.58696
1112	25673.46448
1113	25660.77832
1114	25652.14158
1115	25639.54084
1116	25625.71556
1117	25613.21565
1118	25602.25133
1119	25593.06834
1120	25585.0586
1121	25574.31057
1122	25558.3544
1123	25548.44394
1124	25544.82298
1125	25533.6665
1126	25523.7014
1127	25514.96985
1128	25505.90932
1129	25493.35198
1130	25482.04018
1131	25470.08973
1132	25462.08919
1133	25451.41386
1134	25439.55532
1135	25427.12441
1136	25415.32995
1137	25402.72783
1138	25395.38003
1139	25391.68344
1140	25380.52611
1141	25368.71509
1142	25357.75615
1143	25347.01983
1144	25336.31654
1145	25328.15864
1146	25322.05698
1147	25316.34701
1148	25306.51626
1149	25296.38737
1150	25288.6194
1151	25280.63288
1152	25272.75402
1153	25263.64963
1154	25252.38945
1155	25242.07363
1156	25234.90041
1157	25220.76073
1158	25217.71634
1159	25202.46885
1160	25191.07213
1161	25179.31141
1162	25167.69699
1163	25154.87238
1164	25146.16947
1165	25134.00726
1166	25126.52311
1167	25112.72679
1168	25101.77299
1169	25092.6205
1170	25083.11192
1171	25074.09472
1172	25065.87029
1173	25054.95607
1174	25042.93976
1175	25035.3332
1176	25021.85183
1177	25015.07809
1178	25007.80033
1179	24998.33753
1180	24990.12418
1181	24976.11539
1182	24965.12879
1183	24951.29545
1184	24942.3034
1185	24932.45553
1186	24922.76
1187	24911.17892
1188	24903.83793
1189	24893.98581
1190	24885.29156
1191	24872.96483
1192	24864.87296
1193	24856.07278
1194	24846.42823
1195	24838.27806
1196	24826.9691
1197	24818.46372
1198	24809.39499
1199	24796.56323
1200	24786.63276
1201	24776.44922
1202	24764.97942
1203	24755.2708
1204	24745.301
1205	24736.79104
1206	24728.81646
1207	24726.01017
1208	24718.19799
1209	24710.30427
1210	24702.85172
1211	24693.02162
1212	24686.87411
1213	24675.43526
1214	24663.30786
1215	24655.64786
1216	24645.67463
1217	24638.36701
1218	24633.4929
1219	24625.56237
1220	24617.74889
1221	24607.15915
1222	24600.05576
1223	24590.62323
1224	24582.44179
1225	24570.68843
1226	24567.96388
1227	24560.04767
1228	24551.48652
1229	24539.33564
1230	24531.3955
1231	24523.85435
1232	24517.99129
1233	24511.46564
1234	24500.46474
1235	24494.85399
1236	24486.69345
1237	24481.0452
1238	24470.57617
1239	24461.44172
1240	24454.21831
1241	24446.64682
1242	24434.4084
1243	24423.90824
1244	24417.72255
1245	24408.66095
1246	24397.32378
1247	24387.57318
1248	24378.41553
1249	24370.08844
1250	24360.10994
1251	24354.80025
1252	24341.91108
1253	24329.75879
1254	24320.88405
1255	24309.02852
1256	24300.75102
1257	24295.03569
1258	24283.00452
1259	24274.3599
1260	24271.78614
1261	24262.90836
1262	24254.82477
1263	24243.94615
1264	24234.37112
1265	24225.01966
1266	24216.8147
1267	24207.04801
1268	24194.5597
1269	24185.36116
1270	24176.38146
1271	24163.67093
1272	24155.93602
1273	24148.1947
1274	24139.08017
1275	24130.11242
1276	24122.31156
1277	24113.19188
1278	24104.64824
1279	24099.71319
1280	24088.64322
1281	24077.11713
1282	24066.69898
1283	24057.45992
1284	24046.95698
1285	24037.22741
1286	24026.5379
1287	24018.17451
1288	24007.21472
1289	23999.83874
1290	23992.60484
1291	23982.10147
1292	23972.4038
1293	23961.90236
1294	23953.45264
1295	23943.95854
1296	23934.45183
1297	23929.12365
1298	23919.08466
1299	23911.4958
1300	23899.45602
1301	23892.48649
1302	23885.15605
1303	23879.55288
1304	23872.63658
1305	23857.7146
1306	23853.15945
1307	23843.20856
1308	23835.43568
1309	23830.78003
1310	23821.91204
1311	23810.43439
1312	23799.05633
1313	23792.0974
1314	23784.77692
1315	23776.03547
1316	23769.40769
1317	23759.12958
1318	23748.61009
1319	23741.70929
1320	23735.42602
1321	23725.8173
1322	23719.7267
1323	23709.20222
1324	23704.71404
1325	23693.07052
1326	23683.27781
1327	23674.91778
1328	23668.2603
1329	23658.65378
1330	23650.753
1331	23643.67677
1332	23632.53203
1333	23625.49408
1334	23614.21638
1335	23601.67526
1336	23593.85751
1337	23588.46592
1338	23578.10195
1339	23574.01372
1340	23565.17444
1341	23556.50594
1342	23544.87992
1343	23539.24461
1344	23531.04564
1345	23524.10639
1346	23519.04806
1347	23511.23998
1348	23499.83289
1349	23490.87909
1350	23483.04621
1351	23471.92823
1352	23464.11002
1353	23455.63312
1354	23451.01087
1355	23442.75098
1356	23434.4999
1357	23427.80658
1358	23423.43422
1359	23415.62537
1360	23405.85419
1361	23399.09896
1362	23392.9336
1363	23389.95181
1364	23384.76275
1365	23376.22602
1366	23368.72426
1367	23363.51546
1368	23358.65487
1369	23350.14413
1370	23341.23379
1371	23333.77848
1372	23323.18369
1373	23317.13006
1374	23311.31842
1375	23302.96301
1376	23292.46998
1377	23285.73104
1378	23277.19057
1379	23269.27564
1380	23260.92787
1381	23250.81881
1382	23242.39178
1383	23235.32293
1384	23228.61715
1385	23217.80861
1386	23209.70988
1387	23200.49636
1388	23191.15047
1389	23183.91978
1390	23178.57357
1391	23173.02605
1392	23165.93457
1393	23159.41651
1394	23148.3781
1395	23144.29919
1396	23132.5768
1397	23125.08487
1398	23115.27504
1399	23106.14511
1400	23099.60962
1401	23092.98069
1402	23087.52688
1403	23080.53695
1404	23078.45365
1405	23072.52576
1406	23066.39447
1407	23060.44683
1408	23050.33289
1409	23042.63489
1410	23035.63158
1411	23031.49883
1412	23024.30902
1413	23017.42219
1414	23012.0639
1415	23006.85454
1416	22996.41907
1417	22990.77057
1418	22988.72971
1419	22979.9305
1420	22971.34145
1421	22965.15834
1422	22957.67385
1423	22952.18907
1424	22946.39584
1425	22940.10854
1426	22933.65164
1427	22927.27906
1428	22920.32672
1429	22914.15334
1430	22905.62464
1431	22899.09365
1432	22891.19298
1433	22888.28209
1434	22881.46696
1435	22873.23935
1436	22864.5892
1437	22856.45697
1438	22847.59778
1439	22840.73329
1440	22833.49786
1441	22825.21178
1442	22818.87435
1443	22811.47265
1444	22806.01529
1445	22800.2172
1446	22791.4902
1447	22783.67864
1448	22774.93005
1449	22772.30983
1450	22761.11269
1451	22755.96398
1452	22747.89811
1453	22743.14869
1454	22734.69565
1455	22727.02834
1456	22721.32873
1457	22713.99405
1458	22709.50705
1459	22704.84428
1460	22699.35745
1461	22691.26894
1462	22685.15432
1463	22681.2293
1464	22676.06193
1465	22669.27816
1466	22657.06198
1467	22653.25294
1468	22645.01176
1469	22640.04179
1470	22632.62945
1471	22623.66387
1472	22618.59439
1473	22610.57128
1474	22601.7807
1475	22596.02698
1476	22591.80901
1477	22584.50389
1478	22576.60464
1479	22570.0311
1480	22564.47238
1481	22557.0291
1482	22551.674
1483	22545.71062
1484	22537.9374
1485	22530.09917
1486	22522.24798
1487	22516.10029
1488	22510.30709
1489	22501.71654
1490	22494.70351
1491	22490.66764
1492	22481.8344
1493	22477.56258
1494	22469.75467
1495	22459.86732
1496	22452.15825
1497	22444.87847
1498	22437.68652
1499	22429.09104
1500	22425.52649
1501	22417.82941
1502	22409.09293
1503	22402.19603
1504	22397.55582
1505	22391.43923
1506	22386.20576
1507	22378.88095
1508	22375.19353
1509	22371.02087
1510	22365.84682
1511	22359.32732
1512	22354.15303
1513	22349.32225
1514	22343.652
1515	22337.67407
1516	22328.05427
1517	22320.48039
1518	22314.18949
1519	22308.4245
1520	22303.64157
1521	22296.73242
1522	22292.16384
1523	22284.32171
1524	22281.40922
1525	22272.8021
1526	22263.82523
1527	22258.3294
1528	22256.60314
1529	22248.86414
1530	22241.89066
1531	22234.28161
1532	22228.20306
1533	22221.36295
1534	22214.90618
1535	22205.35996
1536	22195.85291
1537	22190.36457
1538	22186.74615
1539	22180.11646
1540	22174.30348
1541	22167.64143
1542	22160.74304
1543	22152.88792
1544	22146.55898
1545	22137.83314
1546	22128.53796
1547	22123.04029
1548	22117.37628
1549	22113.1807
1550	22110.00206
1551	22102.0051
1552	22092.95464
1553	22088.73458
1554	22081.9709
1555	22075.08355
1556	22067.91434
1557	22062.15086
1558	22053.65439
1559	22048.57533
1560	22041.66181
1561	22037.33582
1562	22030.34021
1563	22024.50569
1564	22019.52152
1565	22015.37205
1566	22006.38125
1567	22001.3215
1568	21997.76494
1569	21990.66609
1570	21985.52265
1571	21980.24576
1572	21975.6677
1573	21971.83424
1574	21967.50387
1575	21959.98508
1576	21956.75884
1577	21949.16334
1578	21943.96569
1579	21939.77368
1580	21932.32552
1581	21926.53247
1582	21922.38679
1583	21918.46548
1584	21912.1985
1585	21902.26546
1586	21897.10356
1587	21889.66882
1588	21883.79944
1589	21879.10246
1590	21873.73892
1591	21867.57101
1592	21860.45023
1593	21854.44415
1594	21849.15419
1595	21842.71954
1596	21833.96488
1597	21825.88928
1598	21821.7793
1599	21817.11683
1600	21810.64739
1601	21806.14502
1602	21800.56614
1603	21794.38567
1604	21791.12911
1605	21785.08893
1606	21781.79344
1607	21774.72582
1608	21772.2801
1609	21770.00495
1610	21764.37182
1611	21759.7688
1612	21755.56457
1613	21750.78595
1614	21746.04966
1615	21739.86118
1616	21732.35192
1617	21726.6467
1618	21720.89064
1619	21715.57939
1620	21712.93355
1621	21706.30474
1622	21700.87515
1623	21697.5839
1624	21691.09366
1625	21685.8272
1626	21679.06994
1627	21673.82353
1628	21667.18374
1629	21663.0539
1630	21657.56422
1631	21652.93306
1632	21648.03086
1633	21640.29532
1634	21631.53607
1635	21627.02206
1636	21619.37761
1637	21614.83066
1638	21607.09415
1639	21602.39334
1640	21597.56831
1641	21593.20011
1642	21586.34396
1643	21582.97017
1644	21576.37278
1645	21570.94728
1646	21566.07217
1647	21558.5745
1648	21556.71552
1649	21548.5809
1650	21544.64728
1651	21536.60492
1652	21531.70875
1653	21525.22237
1654	21516.70769
1655	21508.19766
1656	21502.39552
1657	21497.07752
1658	21491.47734
1659	21487.47281
1660	21480.34393
1661	21477.20645
1662	21471.81011
1663	21468.78309
1664	21461.39973
1665	21457.95803
