iter	RMSE
6557	12709.97766
6558	12709.45087
6559	12708.10573
6560	12707.21684
6561	12704.86142
6562	12704.60782
6563	12704.51512
6564	12703.39762
6565	12702.84769
6566	12701.66028
6567	12701.51893
6568	12700.5242
6569	12700.37308
6570	12699.32872
6571	12698.11268
6572	12697.22276
6573	12696.49958
6574	12696.33399
6575	12695.72402
6576	12695.61028
6577	12695.16901
6578	12695.06758
6579	12694.39629
6580	12694.14276
6581	12693.05289
6582	12692.53201
6583	12691.279
6584	12690.70334
6585	12690.62857
6586	12689.2771
6587	12689.08577
6588	12687.91347
6589	12687.36029
6590	12686.39437
6591	12684.93389
6592	12684.34094
6593	12682.89137
6594	12682.6453
6595	12681.00507
6596	12678.8115
6597	12677.85244
6598	12676.15325
6599	12675.22684
6600	12674.4781
6601	12672.61158
6602	12671.86142
6603	12670.35459
6604	12670.10697
6605	12669.85337
6606	12669.63782
6607	12669.48133
6608	12669.06172
6609	12668.99592
6610	12668.68962
6611	12668.44008
6612	12667.98692
6613	12666.66777
6614	12665.87315
6615	12665.23961
6616	12664.19982
6617	12662.53472
6618	12661.57575
6619	12660.51415
6620	12660.24676
6621	12659.43139
6622	12657.13857
6623	12656.11879
6624	12655.29246
6625	12654.95407
6626	12654.43423
6627	12652.59609
6628	12651.50983
6629	12650.03413
6630	12648.45646
6631	12647.97233
6632	12647.46676
6633	12646.21105
6634	12646.00179
6635	12643.89209
6636	12643.12336
6637	12641.84958
6638	12640.97998
6639	12640.64442
6640	12639.12124
6641	12638.90572
6642	12638.65453
6643	12638.49596
6644	12637.39336
6645	12636.43168
6646	12636.25364
6647	12634.16616
6648	12633.74547
6649	12633.17595
6650	12631.07983
6651	12628.72218
6652	12628.68238
6653	12626.61016
6654	12624.70432
6655	12623.01328
6656	12622.37833
6657	12622.2654
6658	12622.01101
6659	12620.63037
6660	12618.58707
6661	12617.94587
6662	12617.57084
6663	12615.58587
6664	12615.01615
6665	12613.69171
6666	12612.93538
6667	12612.53987
6668	12612.16954
6669	12610.91922
6670	12610.7891
6671	12610.71028
6672	12610.40409
6673	12610.13968
6674	12609.99894
6675	12609.80398
6676	12609.2516
6677	12609.05693
6678	12606.6114
6679	12606.40067
6680	12606.31921
6681	12606.2875
6682	12604.82617
6683	12603.56515
6684	12603.30463
6685	12603.05154
6686	12602.76251
6687	12602.03901
6688	12601.72057
6689	12601.68899
6690	12601.26436
6691	12601.11991
6692	12600.27869
6693	12598.89551
6694	12598.57152
6695	12598.26983
6696	12596.38544
6697	12596.25869
6698	12595.92346
6699	12595.50335
6700	12594.2098
6701	12592.47087
6702	12591.74468
6703	12591.19897
6704	12590.2168
6705	12590.01505
6706	12589.2009
6707	12588.99329
6708	12588.37004
6709	12588.21764
6710	12588.14421
6711	12586.74842
6712	12585.56369
6713	12585.03884
6714	12582.60291
6715	12580.22819
6716	12579.58603
6717	12579.2845
6718	12578.50618
6719	12578.45577
6720	12577.03131
6721	12576.85172
6722	12576.1789
6723	12575.35167
6724	12573.63016
6725	12573.42353
6726	12571.8392
6727	12571.16733
6728	12570.979
6729	12570.06669
6730	12569.93647
6731	12569.81381
6732	12568.46929
6733	12568.26077
6734	12567.49058
6735	12567.30113
6736	12567.26457
6737	12566.10942
6738	12565.5908
6739	12564.75119
6740	12563.65509
6741	12563.00969
6742	12560.99679
6743	12560.71497
6744	12560.48643
6745	12559.31635
6746	12558.89942
6747	12558.72499
6748	12558.54606
6749	12558.45981
6750	12558.15807
6751	12557.91939
6752	12557.83805
6753	12556.96218
6754	12556.59813
6755	12555.98478
6756	12553.44188
6757	12553.25779
6758	12552.54468
6759	12550.88684
6760	12550.81909
6761	12550.73603
6762	12550.34656
6763	12549.81115
6764	12548.6017
6765	12548.44438
6766	12548.1909
6767	12548.02938
6768	12547.41904
6769	12545.86284
6770	12545.30256
6771	12544.20644
6772	12543.23119
6773	12542.82336
6774	12541.49212
6775	12541.30443
6776	12541.07501
6777	12540.85744
6778	12540.57803
6779	12539.12105
6780	12537.22595
6781	12535.5973
6782	12534.50845
6783	12533.87016
6784	12532.01884
6785	12531.93964
6786	12531.80889
6787	12531.46397
6788	12531.05669
6789	12530.71712
6790	12529.67444
6791	12529.29765
6792	12528.66742
6793	12528.41325
6794	12528.15649
6795	12527.82511
6796	12526.97083
6797	12526.83353
6798	12525.19113
6799	12525.15503
6800	12524.71646
6801	12523.53079
6802	12522.90658
6803	12521.82067
6804	12518.85984
6805	12517.13653
6806	12517.00634
6807	12514.90831
6808	12513.75
6809	12511.40254
6810	12511.15741
6811	12510.8299
6812	12510.46234
6813	12508.18333
6814	12506.52494
6815	12506.2161
6816	12505.76567
6817	12505.05218
6818	12504.86821
6819	12504.39656
6820	12503.88345
6821	12502.7322
6822	12502.31882
6823	12501.36218
6824	12500.41086
6825	12500.28574
6826	12499.53559
6827	12499.47157
6828	12498.42626
6829	12497.63589
6830	12497.59753
6831	12496.82571
6832	12496.68689
6833	12495.7876
6834	12494.55333
6835	12492.7594
6836	12492.42064
6837	12491.03998
6838	12490.59102
6839	12489.43799
6840	12489.10914
6841	12487.64266
6842	12486.94542
6843	12486.27653
6844	12485.83222
6845	12485.42242
6846	12484.46701
6847	12484.02412
6848	12483.21321
6849	12482.14864
6850	12481.46071
6851	12481.3377
6852	12479.64181
6853	12479.47886
6854	12478.82826
6855	12476.89692
6856	12476.58756
6857	12475.77552
6858	12475.68969
6859	12473.67857
6860	12473.51141
6861	12472.96003
6862	12472.66908
6863	12471.81151
6864	12471.55322
6865	12471.01751
6866	12470.95567
6867	12470.24803
6868	12469.71916
6869	12469.2504
6870	12468.44642
6871	12467.55514
6872	12467.33223
6873	12465.63376
6874	12465.02273
6875	12463.57854
6876	12462.99418
6877	12462.79257
6878	12461.89932
6879	12461.31261
6880	12460.34046
6881	12458.74816
6882	12457.48548
6883	12457.38798
6884	12456.14869
6885	12454.6219
6886	12452.61647
6887	12452.1619
6888	12451.20042
6889	12451.03183
6890	12450.94863
6891	12450.28068
6892	12450.10004
6893	12448.26136
6894	12448.19044
6895	12448.01966
6896	12447.08322
6897	12446.72405
6898	12446.09976
6899	12445.12573
6900	12443.91402
6901	12443.68019
6902	12442.87026
6903	12440.50641
6904	12439.46982
6905	12439.43862
6906	12439.26589
6907	12438.99291
6908	12438.48922
6909	12438.3693
6910	12438.25172
6911	12436.95997
6912	12436.26027
6913	12434.50133
6914	12433.77025
6915	12433.67291
6916	12431.68517
6917	12430.60129
6918	12430.35307
6919	12429.7143
6920	12428.28051
6921	12427.55767
6922	12426.49787
6923	12425.75667
6924	12424.93499
6925	12424.74612
6926	12424.51327
6927	12423.76407
6928	12423.17053
6929	12422.86337
6930	12422.56386
6931	12422.32846
6932	12421.48315
6933	12420.59041
6934	12419.53981
6935	12418.90227
6936	12418.54072
6937	12417.75475
6938	12417.10776
6939	12415.24867
6940	12415.02721
6941	12413.7899
6942	12412.3296
6943	12411.88219
6944	12411.73153
6945	12410.60108
6946	12410.2648
6947	12409.99397
6948	12409.79306
6949	12409.75707
6950	12409.18148
6951	12408.77939
6952	12408.43007
6953	12407.76011
6954	12407.48531
6955	12406.15058
6956	12406.00336
6957	12405.06507
6958	12404.87883
6959	12403.59736
6960	12401.68282
6961	12401.62599
6962	12401.4646
6963	12400.4748
6964	12400.1067
6965	12399.26587
6966	12399.2353
6967	12399.03423
6968	12397.93859
6969	12397.76835
6970	12397.62967
6971	12395.94209
6972	12395.22266
6973	12394.12615
6974	12393.90421
6975	12393.80482
6976	12392.76297
6977	12392.4181
6978	12391.76626
6979	12391.45505
6980	12391.21101
6981	12390.77906
6982	12390.09787
6983	12389.12089
6984	12388.92017
6985	12388.01939
6986	12386.47761
6987	12385.0494
6988	12384.84039
6989	12384.17125
6990	12381.45175
6991	12380.51418
6992	12380.17973
6993	12380.09119
6994	12379.46478
6995	12378.12889
6996	12377.92903
6997	12376.9694
6998	12375.91242
6999	12375.40775
7000	12375.35967
7001	12373.86288
7002	12371.72755
7003	12370.06155
7004	12368.17408
7005	12366.83521
7006	12366.66961
7007	12366.51511
7008	12365.07863
7009	12363.42558
7010	12362.81035
7011	12362.45534
7012	12361.25253
7013	12361.08361
7014	12360.77167
7015	12360.71022
7016	12358.8572
7017	12358.55352
7018	12357.38687
7019	12357.09207
7020	12356.88519
7021	12356.76937
7022	12355.74333
7023	12355.68751
7024	12354.91402
7025	12354.70848
7026	12353.14069
7027	12352.99649
7028	12352.49227
7029	12350.64232
7030	12350.3022
7031	12349.77393
7032	12349.64877
7033	12349.46953
7034	12348.75814
7035	12348.46583
7036	12348.22666
7037	12347.77002
7038	12347.54209
7039	12347.29402
7040	12345.34293
7041	12345.0727
7042	12344.68551
7043	12343.62402
7044	12342.78424
7045	12342.55095
7046	12341.1477
7047	12340.96917
7048	12340.40026
7049	12338.75261
7050	12338.60906
7051	12338.055
7052	12337.5889
7053	12335.76947
7054	12335.39224
7055	12335.19282
7056	12334.84166
7057	12333.5353
7058	12333.03391
7059	12332.48304
7060	12332.167
7061	12331.72142
7062	12330.27094
7063	12329.52718
7064	12329.21244
7065	12327.76548
7066	12326.24802
7067	12324.61933
7068	12323.75423
7069	12323.50095
7070	12321.71359
7071	12320.06875
7072	12319.7573
7073	12317.42044
7074	12316.01236
7075	12315.35067
7076	12314.81936
7077	12314.64037
7078	12313.35011
7079	12311.87802
7080	12309.88246
7081	12309.55395
7082	12308.55775
7083	12307.73548
7084	12306.24555
7085	12306.12121
7086	12305.82369
7087	12305.44948
7088	12305.41963
7089	12305.22399
7090	12303.85523
7091	12303.27709
7092	12302.97715
7093	12302.89444
7094	12301.40863
7095	12301.24547
7096	12301.11708
7097	12299.90445
7098	12299.46962
7099	12298.58116
7100	12297.26909
7101	12297.20136
7102	12296.29851
7103	12296.18116
7104	12295.96307
7105	12294.26405
7106	12293.43534
7107	12292.41241
7108	12292.22892
7109	12292.14516
7110	12291.1639
7111	12290.46485
7112	12288.89814
7113	12288.46238
7114	12287.85928
7115	12285.64347
7116	12284.0363
7117	12283.67878
7118	12281.86137
7119	12280.06842
7120	12279.58568
7121	12279.07572
7122	12278.73228
7123	12278.3409
7124	12276.33618
7125	12275.79728
7126	12275.31236
7127	12274.33566
7128	12273.62962
7129	12273.41766
7130	12272.70889
7131	12272.27644
7132	12271.77986
7133	12271.62788
7134	12270.775
7135	12269.98002
7136	12269.72052
7137	12269.48244
7138	12268.02494
7139	12267.9698
7140	12267.41785
7141	12267.02699
7142	12266.88125
7143	12265.59832
7144	12263.07398
7145	12261.27961
7146	12260.88654
7147	12259.84782
7148	12259.6443
7149	12258.96128
7150	12257.6605
7151	12255.73259
7152	12255.62277
7153	12254.29333
7154	12252.16646
7155	12251.47163
7156	12251.29291
7157	12250.20425
7158	12249.96482
7159	12249.74539
7160	12248.57668
7161	12248.39016
7162	12247.91591
7163	12247.25437
7164	12246.46203
7165	12245.82218
7166	12245.62775
7167	12242.93566
7168	12242.16773
7169	12241.52177
7170	12240.98572
7171	12240.16728
7172	12240.03595
7173	12239.86716
7174	12238.59798
7175	12238.05069
7176	12237.76685
7177	12236.81725
7178	12235.34821
7179	12233.55522
7180	12232.03958
7181	12231.12907
7182	12230.88228
7183	12230.6987
7184	12230.62486
7185	12229.2145
7186	12228.91445
7187	12228.11615
7188	12227.43619
7189	12227.22737
7190	12225.76607
7191	12225.57998
7192	12225.52778
7193	12225.39495
7194	12223.86788
7195	12221.14513
7196	12219.81231
7197	12219.22583
7198	12219.11618
7199	12218.84673
7200	12217.67089
7201	12217.48546
7202	12216.98661
7203	12216.4267
7204	12215.94549
7205	12215.76054
7206	12214.98044
7207	12213.94255
7208	12213.65476
7209	12213.04072
7210	12212.9875
7211	12212.55428
7212	12212.36603
7213	12211.83738
7214	12210.52996
7215	12210.06896
7216	12209.76436
7217	12208.72524
7218	12208.57409
7219	12207.37705
7220	12206.74381
7221	12206.37249
7222	12205.1734
7223	12203.27867
7224	12200.8674
7225	12200.0777
7226	12199.92757
7227	12199.65155
7228	12198.4648
7229	12197.32977
7230	12195.40997
7231	12195.3418
7232	12195.12826
7233	12194.53598
7234	12192.45698
7235	12192.12734
7236	12189.94756
7237	12189.64613
7238	12189.51456
7239	12188.88184
7240	12188.23357
7241	12186.65235
7242	12185.62201
7243	12184.99715
7244	12184.37468
7245	12183.98722
7246	12182.36474
7247	12181.73213
7248	12181.09052
7249	12180.62559
7250	12180.367
7251	12179.62693
7252	12178.64854
7253	12177.36914
7254	12176.11719
7255	12175.01717
7256	12174.20428
7257	12174.11855
7258	12173.60438
7259	12172.17624
7260	12172.12505
7261	12171.99405
7262	12170.93976
7263	12170.36475
7264	12170.15503
7265	12169.62837
7266	12169.49463
7267	12169.4411
7268	12168.50821
7269	12167.46487
7270	12166.49223
7271	12165.93187
7272	12165.81501
7273	12164.93884
7274	12163.90025
7275	12163.24808
7276	12162.26613
7277	12161.88129
7278	12161.79205
7279	12161.6633
7280	12161.24643
7281	12160.9655
7282	12160.71946
7283	12160.04156
7284	12159.33877
7285	12159.23611
7286	12158.1938
7287	12157.80268
7288	12157.13697
7289	12156.31987
7290	12156.0638
7291	12155.20027
7292	12154.999
7293	12154.18088
7294	12153.25376
7295	12152.15807
7296	12152.05741
7297	12151.83894
7298	12151.29382
7299	12150.36935
7300	12149.92973
7301	12148.3334
7302	12148.1345
7303	12147.74258
7304	12147.28004
7305	12145.9144
7306	12145.81439
7307	12144.57285
7308	12144.52116
7309	12144.0095
7310	12143.15223
7311	12142.76101
7312	12140.7161
7313	12140.43061
7314	12139.57012
7315	12139.45413
7316	12137.91403
7317	12136.37859
7318	12136.18096
7319	12136.08294
7320	12135.99114
7321	12133.8735
7322	12133.44018
7323	12132.81564
7324	12131.38503
7325	12129.76045
7326	12129.48183
7327	12128.35616
7328	12127.98531
7329	12127.144
7330	12125.89897
7331	12125.23725
7332	12124.82331
7333	12123.80003
7334	12123.23853
7335	12122.89905
7336	12121.40071
7337	12120.56734
7338	12119.46602
7339	12119.29084
7340	12118.62316
7341	12118.20513
7342	12118.13678
7343	12117.93922
7344	12117.85978
7345	12116.84093
7346	12115.80674
7347	12115.61028
7348	12115.35923
7349	12113.65575
7350	12113.50766
7351	12113.00422
7352	12112.85921
7353	12112.66388
7354	12111.89168
7355	12110.82823
7356	12109.0405
7357	12107.45923
7358	12106.27965
7359	12105.86955
7360	12105.03525
7361	12104.96482
7362	12104.84545
7363	12104.09473
7364	12101.42583
7365	12100.61915
7366	12100.29843
7367	12099.16601
7368	12098.14932
7369	12098.09856
7370	12096.67223
7371	12095.93401
7372	12095.75394
7373	12095.60066
7374	12094.60009
7375	12092.77278
7376	12092.50981
7377	12092.36655
7378	12092.09606
7379	12091.9891
7380	12091.5208
7381	12090.67285
7382	12089.81451
7383	12089.69695
7384	12087.93174
7385	12087.18109
7386	12085.39055
7387	12084.11791
7388	12083.1979
7389	12082.6628
7390	12082.11169
7391	12082.02723
7392	12081.24147
7393	12080.85427
7394	12079.1801
7395	12078.34112
7396	12076.89441
7397	12075.7686
7398	12073.88283
7399	12072.93894
7400	12070.73998
7401	12070.43
7402	12070.22333
7403	12070.17314
7404	12069.57403
7405	12069.02501
7406	12068.77957
7407	12068.56376
7408	12068.43099
7409	12068.17506
7410	12067.99364
7411	12067.82404
7412	12067.25292
7413	12065.05949
7414	12063.56566
7415	12061.91096
7416	12061.60744
7417	12061.03278
7418	12060.71723
7419	12059.68302
7420	12057.66185
7421	12057.06535
7422	12056.99368
7423	12055.25957
7424	12054.82009
7425	12052.89733
7426	12052.10872
7427	12051.38116
7428	12050.27813
7429	12049.98058
7430	12049.61627
7431	12049.32717
7432	12048.9024
7433	12047.42821
7434	12046.49223
7435	12044.12254
7436	12042.67844
7437	12042.10995
7438	12040.65101
7439	12039.99562
7440	12038.38392
7441	12037.03396
7442	12035.72305
7443	12035.34664
7444	12034.41393
7445	12034.14148
7446	12033.31638
7447	12032.4857
7448	12030.9229
7449	12028.686
7450	12028.09208
7451	12027.70525
7452	12025.48132
7453	12025.23093
7454	12023.1884
7455	12022.98232
7456	12021.48589
7457	12021.29392
7458	12020.49526
7459	12020.39503
7460	12019.36198
7461	12019.19864
7462	12018.96242
7463	12018.80507
7464	12018.12441
7465	12017.89357
7466	12014.79266
7467	12013.38811
7468	12011.95501
7469	12011.36077
7470	12011.24607
7471	12010.64733
7472	12010.11379
7473	12009.49843
7474	12009.36488
7475	12009.23447
7476	12008.55371
7477	12008.34068
7478	12007.92794
7479	12007.72856
7480	12007.6035
7481	12006.76767
7482	12005.50924
7483	12005.01218
7484	12004.90874
7485	12003.48288
7486	12002.18575
7487	12001.73799
7488	11999.88177
7489	11998.84221
7490	11998.64453
7491	11996.90207
7492	11996.47797
7493	11994.05436
7494	11993.98507
7495	11992.68806
7496	11991.40719
7497	11989.32288
7498	11988.9753
7499	11988.51484
7500	11987.95037
7501	11987.6194
7502	11987.51598
7503	11987.36719
7504	11986.59807
7505	11985.23588
7506	11985.09188
7507	11984.97789
7508	11984.82997
7509	11984.58693
7510	11982.45837
7511	11982.14801
7512	11981.79462
7513	11981.51126
7514	11979.92071
7515	11979.15924
7516	11978.59268
7517	11977.23453
7518	11976.79969
7519	11975.23861
7520	11974.62138
7521	11973.61598
7522	11973.06704
7523	11972.77271
7524	11970.81252
7525	11970.56303
7526	11969.61203
7527	11969.26427
7528	11967.34479
7529	11967.22396
7530	11966.45341
7531	11965.78142
7532	11964.31077
7533	11964.07684
7534	11962.64548
7535	11961.86134
7536	11961.74594
7537	11961.56382
7538	11961.47595
7539	11961.13332
7540	11961.11532
7541	11960.95172
7542	11960.49161
7543	11959.31807
7544	11957.32974
7545	11956.70577
7546	11956.48159
7547	11956.02437
7548	11955.8773
7549	11955.05753
7550	11954.61501
7551	11954.54727
7552	11954.33031
7553	11951.88575
7554	11950.68939
7555	11949.98256
7556	11949.20938
7557	11948.89274
7558	11947.8614
7559	11947.54051
7560	11946.26146
7561	11945.0443
7562	11944.59459
7563	11944.41616
7564	11943.67185
7565	11943.30228
7566	11941.93913
7567	11941.38471
7568	11940.84983
7569	11940.34506
7570	11940.23111
7571	11940.11825
7572	11939.53115
7573	11939.04284
7574	11938.78669
7575	11937.89221
7576	11936.91806
7577	11936.31355
7578	11935.46038
7579	11934.60008
7580	11934.26976
7581	11932.61336
7582	11931.23282
7583	11930.46572
7584	11930.02396
7585	11929.82995
7586	11929.18589
7587	11928.78563
7588	11928.50074
7589	11928.29236
7590	11928.07209
7591	11927.82052
7592	11927.56828
7593	11927.03384
7594	11925.68307
7595	11925.61027
7596	11925.45195
7597	11925.02089
7598	11923.25978
7599	11921.61745
7600	11920.69314
7601	11920.01066
7602	11918.89256
7603	11918.5331
7604	11917.3128
7605	11916.81326
7606	11916.50537
7607	11915.50736
7608	11915.35442
7609	11914.64885
7610	11914.16079
7611	11913.02808
7612	11911.76446
7613	11910.91396
7614	11910.80074
7615	11909.68802
7616	11909.35739
7617	11907.77679
7618	11907.60449
7619	11907.39052
7620	11907.15348
7621	11907.01066
7622	11906.70506
7623	11905.32962
7624	11904.13343
7625	11904.06563
7626	11902.46343
7627	11900.3334
7628	11899.73049
7629	11898.09902
7630	11897.93483
7631	11896.96445
7632	11896.55225
7633	11895.49771
7634	11894.06152
7635	11893.50609
7636	11891.76791
7637	11890.93731
7638	11889.40979
7639	11888.21792
7640	11886.28943
7641	11886.11489
7642	11884.59274
7643	11884.5148
7644	11883.21407
7645	11881.96626
7646	11880.72986
7647	11880.08228
7648	11878.8208
7649	11878.65252
7650	11877.84762
7651	11877.37573
7652	11876.95628
7653	11876.69376
7654	11875.8949
7655	11875.21536
7656	11874.53266
7657	11874.0129
7658	11873.05483
7659	11872.12313
7660	11872.02193
7661	11871.42652
7662	11871.30491
7663	11869.78329
7664	11869.57708
7665	11868.0241
7666	11867.69605
7667	11867.50989
7668	11867.2293
7669	11865.44268
7670	11865.40219
7671	11864.45
7672	11863.17762
7673	11862.74124
7674	11861.63348
7675	11861.47706
7676	11860.62379
7677	11860.36419
7678	11860.24749
7679	11859.95284
7680	11859.33727
7681	11859.09387
7682	11858.03259
7683	11856.35378
7684	11856.16611
7685	11855.57015
7686	11854.79723
7687	11853.98781
7688	11853.7488
7689	11852.42324
7690	11852.21397
7691	11851.54108
7692	11851.43039
7693	11849.49518
7694	11849.27998
7695	11847.70518
7696	11846.54298
7697	11844.62512
7698	11844.10225
7699	11843.92449
7700	11843.69704
7701	11843.62476
7702	11840.97248
7703	11840.13303
7704	11838.99875
7705	11838.38935
7706	11837.69966
7707	11835.81874
7708	11835.71726
7709	11835.64503
7710	11835.59376
7711	11834.36627
7712	11834.04355
7713	11832.90681
7714	11832.14386
7715	11831.60178
7716	11831.35841
7717	11829.42185
7718	11828.83772
7719	11828.5306
7720	11826.2978
7721	11825.43564
7722	11825.06902
7723	11824.90174
7724	11824.71508
7725	11824.40386
7726	11822.67542
7727	11821.92527
7728	11820.02286
7729	11819.86391
7730	11819.37284
7731	11819.16084
7732	11818.6783
7733	11817.41985
7734	11817.20975
7735	11816.96407
7736	11816.55385
7737	11816.02135
7738	11814.66334
7739	11814.26263
7740	11814.04985
7741	11813.14252
7742	11812.45939
7743	11811.38364
7744	11810.91295
7745	11810.67689
7746	11810.13806
7747	11808.70459
7748	11808.17087
7749	11807.99423
7750	11807.06844
7751	11805.80752
7752	11805.18049
7753	11804.20088
7754	11804.11681
7755	11803.95118
7756	11803.15342
7757	11801.40242
7758	11800.06312
7759	11798.84707
7760	11798.4364
7761	11797.32289
7762	11795.75894
7763	11794.71972
7764	11793.81412
7765	11793.18376
7766	11792.13257
7767	11791.77456
7768	11790.34191
7769	11790.06066
7770	11789.11247
7771	11788.3151
7772	11787.79617
7773	11787.28349
7774	11786.52671
7775	11786.06862
7776	11785.66979
7777	11785.45629
7778	11785.20959
7779	11783.7253
7780	11783.15421
7781	11782.91727
7782	11782.54706
7783	11782.26313
7784	11781.80151
7785	11781.36014
7786	11781.2911
7787	11779.04015
7788	11778.99467
7789	11776.95893
7790	11776.42152
7791	11775.91158
7792	11773.88496
7793	11773.76806
7794	11773.45973
7795	11772.96957
7796	11772.33645
7797	11772.16963
7798	11771.41127
7799	11770.03181
7800	11769.91064
7801	11769.64881
7802	11769.45682
7803	11769.26637
7804	11769.07224
7805	11767.82029
7806	11767.10384
7807	11767.0197
7808	11766.20089
7809	11766.04761
7810	11764.58917
7811	11762.85829
7812	11762.52417
7813	11761.5577
7814	11760.83163
7815	11760.6682
7816	11760.01414
7817	11759.65748
7818	11759.06673
7819	11757.18002
7820	11755.52234
7821	11755.05721
7822	11754.40208
7823	11752.70491
7824	11751.73795
7825	11750.90636
7826	11750.35794
7827	11750.24857
7828	11749.67674
7829	11749.4702
7830	11748.34315
7831	11747.74578
7832	11746.83505
7833	11746.59675
7834	11746.36612
7835	11745.95713
7836	11744.07141
7837	11743.89839
7838	11742.48394
7839	11741.80629
7840	11741.49851
7841	11741.15786
7842	11740.68413
7843	11739.69077
7844	11739.09699
7845	11738.59453
7846	11738.21109
7847	11736.85783
7848	11736.00999
7849	11735.38386
7850	11734.81682
7851	11734.62564
7852	11734.13906
7853	11734.01871
7854	11732.97328
7855	11732.54829
7856	11732.04324
7857	11730.92798
7858	11730.74622
7859	11730.00701
7860	11729.49464
7861	11729.06801
7862	11728.88721
7863	11728.55955
7864	11728.40459
7865	11727.82678
7866	11726.84405
7867	11726.76469
7868	11726.36163
7869	11726.16453
7870	11725.03332
7871	11724.85623
7872	11724.66209
7873	11724.49743
7874	11724.36354
7875	11723.79012
7876	11723.05804
7877	11722.62473
7878	11721.16649
7879	11720.31173
7880	11719.40448
7881	11717.65715
7882	11716.6837
7883	11716.32243
7884	11715.89952
7885	11715.7148
7886	11715.34301
7887	11714.4702
7888	11714.07939
7889	11713.91882
7890	11713.75071
7891	11713.45679
7892	11713.14197
7893	11713.09217
7894	11712.73878
7895	11712.61762
7896	11712.44142
7897	11711.87341
7898	11710.77003
7899	11709.72064
7900	11708.0857
7901	11707.61435
7902	11706.91381
7903	11706.8361
7904	11706.6508
7905	11704.2888
7906	11704.12546
7907	11703.24815
7908	11701.50663
7909	11701.33587
7910	11701.06738
7911	11700.91012
7912	11700.37856
7913	11698.30045
7914	11697.25455
7915	11696.3571
7916	11695.76393
7917	11695.53144
7918	11695.08601
7919	11694.63831
7920	11694.41637
7921	11693.78813
7922	11693.60894
7923	11692.00715
7924	11691.46292
7925	11689.89101
7926	11689.37786
7927	11688.41221
7928	11687.91874
7929	11687.2183
7930	11686.90507
7931	11685.67553
7932	11684.91014
7933	11684.82022
7934	11683.96425
7935	11683.75258
7936	11682.32052
7937	11681.22355
7938	11681.02903
7939	11680.11415
7940	11679.75625
7941	11678.42779
7942	11678.23007
7943	11676.68127
7944	11676.60024
7945	11676.51879
7946	11675.50946
7947	11674.24208
7948	11673.71881
7949	11671.46319
7950	11670.52217
7951	11670.44909
7952	11670.31653
7953	11669.98817
7954	11669.81943
7955	11669.63366
7956	11669.32457
7957	11668.20061
7958	11666.71445
7959	11666.23359
7960	11665.28471
7961	11664.24466
7962	11664.13414
7963	11662.46013
7964	11662.35376
7965	11662.19135
7966	11662.11488
7967	11662.0647
7968	11661.06521
7969	11660.51696
7970	11659.81637
7971	11658.95981
7972	11658.68168
7973	11657.12974
7974	11655.34375
7975	11654.41654
7976	11652.47866
7977	11650.41332
7978	11649.21594
7979	11647.86672
7980	11647.27092
7981	11647.26307
7982	11646.77778
7983	11646.74301
7984	11645.84673
7985	11645.71787
7986	11644.79658
7987	11644.50163
7988	11644.37848
7989	11642.71473
7990	11641.82613
7991	11641.53694
7992	11641.41373
7993	11641.24591
7994	11640.01643
7995	11639.2367
7996	11638.06907
7997	11636.83937
7998	11636.5903
7999	11636.31413
8000	11634.82924
8001	11633.7225
8002	11633.59132
8003	11632.48242
8004	11632.10263
8005	11630.65406
8006	11630.47325
8007	11630.16451
8008	11629.9821
8009	11629.19811
8010	11629.0153
8011	11627.77439
8012	11627.39856
8013	11627.17875
8014	11626.27667
8015	11626.20878
8016	11625.6514
8017	11625.10302
8018	11623.87923
8019	11622.44209
8020	11621.95378
8021	11621.7874
8022	11621.0954
8023	11619.87907
8024	11619.03013
8025	11617.39674
8026	11616.46341
8027	11615.53426
8028	11613.82468
8029	11613.45576
8030	11613.3029
8031	11612.71607
8032	11611.95134
8033	11611.66958
8034	11611.58176
8035	11610.69507
8036	11609.81801
8037	11609.15849
8038	11608.58569
8039	11608.09283
8040	11607.69933
8041	11607.4117
8042	11607.13126
8043	11606.03509
8044	11605.85591
8045	11605.35409
8046	11605.07308
8047	11604.459
8048	11603.7055
8049	11602.45582
8050	11600.88928
8051	11600.0982
8052	11599.79827
8053	11598.26731
8054	11598.02431
8055	11597.9146
8056	11597.86529
8057	11596.97764
8058	11595.55309
8059	11595.28686
8060	11594.40762
8061	11592.99736
8062	11591.60409
8063	11591.53427
8064	11590.27022
8065	11589.48727
8066	11589.05064
8067	11587.25418
8068	11586.96291
8069	11585.98006
8070	11585.75983
8071	11584.29335
8072	11584.18753
8073	11584.10812
8074	11583.22584
8075	11582.29104
8076	11582.04509
8077	11580.69589
8078	11579.10113
8079	11578.99321
8080	11577.77682
8081	11577.029
8082	11576.57109
8083	11574.69696
8084	11574.29859
8085	11574.16886
8086	11573.66146
8087	11572.46401
8088	11571.55736
8089	11571.21223
8090	11570.93478
8091	11570.75648
8092	11570.5684
8093	11569.00413
8094	11568.36217
8095	11567.12634
8096	11566.5865
8097	11566.32765
8098	11564.29941
8099	11563.03423
8100	11561.42995
8101	11561.28611
8102	11561.07775
8103	11560.92288
8104	11559.78145
8105	11557.34918
8106	11556.63702
8107	11556.53791
8108	11556.3754
8109	11555.77692
8110	11555.3923
8111	11555.01144
8112	11553.2522
